Cell,EGF,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78
1,0,1.185746284,1.198582537,1.208148455,1.195503653,1.200719396,1.149740158,1.162983664,1.175689971,1.183610256,1.165754907,1.181214665,1.187441899,1.188131944,1.180096071,1.181409905,1.178542256,1.180832629,1.177976902,1.175273975,1.183448681,1.189593673,1.196961151,1.182672826,1.182069664,1.188412716,1.182386547,1.172583295,1.174665632,1.180173852,1.186152937,1.18381024,1.18954508,1.189734053,1.180692888,1.189730549
2,0,1.174141985,1.167901228,1.17515749,1.173339753,1.171273764,1.140237609,1.142979206,1.136978107,1.153498355,1.136007816,1.149738528,1.146418346,1.155931984,1.141897351,1.157568342,1.153525643,1.165880463,1.152966693,1.143872554,1.14784584,1.153416358,1.161064558,1.153997351,1.152705443,1.15407106,1.144528141,1.143746122,1.154636947,1.152144348,1.148307153,1.153084225,1.153834415,1.159923044,1.15590699,1.160657158
3,0,1.151873755,1.151094241,1.158262292,1.1404218,1.131967246,1.111031428,1.136950818,1.121407159,1.119911238,1.134038272,1.119652457,1.129976798,1.129775536,1.136062576,1.124924226,1.143366532,1.135138049,1.135261144,1.12228,1.159456688,1.148988075,1.139192785,1.145468399,1.160223153,1.157878223,1.161219469,1.158906732,1.154284078,1.135286252,1.139002939,1.137556056,1.143601124,1.154901114,1.151060589,1.1642915
4,0,1.129260378,1.136007408,1.124209582,1.120589928,1.131535164,1.114424498,1.123646215,1.141537793,1.146161178,1.127912602,1.132294996,1.155466342,1.160444294,1.145651498,1.137746194,1.144393615,1.137817361,1.149678676,1.138684732,1.163504496,1.150683005,1.15116765,1.154363804,1.151719978,1.158956813,1.146058536,1.138498824,1.155608734,1.157184555,1.156936687,1.154729295,1.156680751,1.172098031,1.144956811,1.170968521
5,0,1.19372019,1.174671273,1.169134421,1.167893832,1.155081281,1.141763466,1.150591086,1.153806301,1.154379428,1.1311539,1.140332177,1.168684155,1.15917225,1.13375618,1.135393945,1.151523361,1.147129516,1.128061858,1.151044313,1.159264253,1.140235754,1.171274015,1.14144786,1.1828808,1.161917598,1.146495564,1.165236152,1.176981859,1.175056102,1.170213725,1.182020478,1.163202485,1.166773805,1.150658969,1.165659461
6,0,1.109472549,1.106168034,1.098603831,1.111129219,1.095640614,1.094341624,1.115979839,1.110588527,1.122236317,1.098722723,1.103485065,1.115841808,1.121722798,1.114323995,1.109956742,1.113487882,1.114482964,1.10989094,1.106438727,1.129124115,1.130156284,1.120804535,1.117949934,1.095078043,1.122500005,1.099108691,1.101346299,1.092368941,1.101040088,1.10544936,1.116079195,1.112307113,1.102345688,1.100272578,1.117700555
7,0,1.0946139,1.106481677,1.104782401,1.102164794,1.098810982,1.086200914,1.109564638,1.100827986,1.115623264,1.097766635,1.111397494,1.115285965,1.117745933,1.123660455,1.114869226,1.104578791,1.125605639,1.12279672,1.117547648,1.138797728,1.125748247,1.138068028,1.122387773,1.133997551,1.13695169,1.128430612,1.121896652,1.12720726,1.133236175,1.131999253,1.13400009,1.145650834,1.134665645,1.134512174,1.150150983
8,0,1.057262778,1.06917321,1.068532902,1.065864612,1.065949247,1.062818277,1.086469175,1.078502663,1.089238239,1.083187375,1.082896463,1.093691167,1.092880787,1.077513282,1.084012322,1.079266023,1.093166186,1.085774307,1.080859429,1.106507525,1.089706874,1.097285352,1.094703991,1.099223065,1.088437723,1.087094803,1.08030958,1.08737712,1.080196194,1.080688054,1.098533308,1.085004715,1.077574128,1.082632894,1.090737455
9,0,1.127534263,1.129273866,1.137989231,1.135484783,1.145982144,1.116421206,1.125223331,1.127727314,1.130723172,1.135288161,1.147096604,1.150543263,1.149802366,1.142643603,1.132434292,1.133064995,1.139150287,1.132766328,1.129556879,1.137696445,1.152111191,1.144345331,1.132857698,1.133482566,1.131799212,1.130961291,1.149270132,1.12874732,1.149427797,1.140783348,1.130185435,1.128819587,1.145739394,1.149565707,1.149986991
10,0,1.170203471,1.178001215,1.178190717,1.165499411,1.166111058,1.142049064,1.157955353,1.14750464,1.154168615,1.140564443,1.126722174,1.135385505,1.158749548,1.143864307,1.133750987,1.145534336,1.127466482,1.131903377,1.13584788,1.152614335,1.141393645,1.154296126,1.148479354,1.168140472,1.142750108,1.156507609,1.144788271,1.149811146,1.133544119,1.128355853,1.143168651,1.147415614,1.140894981,1.137912065,1.133592508
11,0,1.282002404,1.287691008,1.299414368,1.276985524,1.271124852,1.249898354,1.259139078,1.268834249,1.283023258,1.257904735,1.261054146,1.273737577,1.27834021,1.263592975,1.2719786,1.269130316,1.277527627,1.280688612,1.272345473,1.308499188,1.288566853,1.294933599,1.285164403,1.303526224,1.303699516,1.297795644,1.291496643,1.284176008,1.294843307,1.284025909,1.288564925,1.296277489,1.319354304,1.302075536,1.314737839
12,0,1.107776323,1.133043913,1.122169921,1.131041338,1.152492899,1.080174127,1.093327613,1.097921113,1.120957792,1.075797985,1.094012099,1.109734203,1.097726334,1.103150232,1.119365177,1.089047786,1.093802,1.103645292,1.100703163,1.120318014,1.109174202,1.104683367,1.109922968,1.103956623,1.106696288,1.094118063,1.090975965,1.095804863,1.106335023,1.088167472,1.093189365,1.099464576,1.102751812,1.085196639,1.109110962
13,0,1.11645227,1.115027589,1.135375788,1.118411739,1.138845001,1.099297044,1.11896105,1.126554341,1.135622226,1.106583423,1.136250255,1.121953337,1.139186836,1.152032858,1.14182591,1.151108408,1.145849088,1.145237303,1.152757127,1.158376323,1.15508619,1.138620864,1.1460355,1.152698976,1.140154148,1.149218377,1.147926222,1.12624079,1.129138437,1.131846188,1.145530948,1.13636968,1.122694294,1.146024172,1.150040549
14,0,1.169227239,1.190237819,1.190904278,1.181136704,1.183640812,1.142684935,1.157993223,1.152371479,1.164136472,1.159867944,1.154628423,1.159974316,1.168969244,1.165342832,1.159754707,1.155440427,1.155724802,1.150566878,1.151062771,1.169820259,1.170866828,1.161853636,1.154288749,1.161708145,1.160287849,1.157621497,1.152558098,1.152582695,1.151941139,1.150398005,1.172133967,1.157868489,1.156176986,1.159930853,1.160104856
