Cell,MEK,Tot_Prot,MEK_Norm,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66
490,561.099746,1686.663395,0.332668479,-0.026529282,-0.006004034,-0.016716383,0.006340891,-0.000847545,-0.005955717,-0.01532696,0.016566544,0.018360891,0.030111594,0.052306819,0.094621023,0.180013783,0.248371483,0.341303696,0.374718403,0.334438713,0.364583516,0.358318926,0.36595216,0.366491752,0.389687972,0.394905978,0.325963298,0.332284733,0.36743464,0.3493935,0.350666026,0.321666921,0.333994801,0.319217133,0.334415004,0.312025069,0.307147673
491,465.9875488,1339.603717,0.347854774,-0.006082977,-0.010674345,-0.011471139,0.006634075,-0.011196802,-0.010550653,-0.028511632,-0.008451216,0.037137453,0.043167236,0.074824102,0.105237986,0.191645377,0.288999895,0.397016932,0.46142415,0.500308003,0.514378743,0.530832117,0.515348206,0.492168609,0.500258731,0.492738447,0.502293352,0.494863718,0.499486599,0.479481631,0.453719804,0.455729972,0.446447461,0.446006937,0.472252582,0.460942175,0.443029554
492,561.8815194,2307.867638,0.243463494,0.005455171,0.036570446,0.00189779,0.008478868,-0.002561471,-0.033651463,-0.004031744,-0.063285006,0.012383462,0.038743947,0.140308216,0.063152248,0.022771276,0.203057503,0.490638879,0.020534635,0.027549741,0.407302172,0.068270543,0.791756617,0.126995772,0.068429387,0.136572458,0.121143759,0.557600483,0.079699924,0.190106698,0.139908771,0.080833805,0.418663363,0.634586125,0.703376485,1.310099842,0.823478746
493,525.2549007,1525.013752,0.344426337,0.014024147,-0.013110165,-0.025576753,-0.004093235,-0.004991176,-0.001052263,-0.013312675,-0.005623216,0.025699038,0.028036298,0.031800089,0.011992931,0.025446376,0.021846014,0.029456515,0.048154441,0.052072002,0.069340742,0.092047678,0.082882642,0.154349418,0.138242284,0.148223329,0.153988484,0.199149581,0.195622965,0.200804026,0.201545414,0.195681886,0.211655231,0.189067525,0.210344474,0.204132962,0.201249816
494,473.8720572,1418.57297,0.334048419,-0.021579625,-0.019949904,-0.004031556,-0.014368202,-0.009256284,-0.010666612,-0.002421368,0.013290836,0.032087477,0.036895237,0.034833222,0.091911993,0.154433798,0.239577508,0.272977271,0.324967864,0.3695931,0.334176532,0.384225211,0.354484159,0.35525483,0.352340568,0.344008499,0.2853105,0.300952432,0.24374583,0.238015852,0.200809968,0.19950188,0.185719305,0.158740633,0.153746388,0.144143477,0.147277587
495,490.8303816,1729.788478,0.283751677,0.007844881,-0.017887704,-0.004144296,-0.017205435,-0.007945051,-0.00598124,-0.00183249,-0.001696754,0.038515729,0.01033236,0.021068668,0.037296694,0.051527023,0.064783003,0.075529188,0.091921307,0.091602332,0.104376525,0.130527038,0.108173521,0.145041196,0.136098128,0.130737525,0.140334541,0.134485628,0.151519546,0.161785107,0.166528395,0.189733265,0.190804986,0.208749208,0.219224495,0.224194213,0.23022009
496,405.0285731,1080.321726,0.374914772,-0.01244005,-0.052351448,-0.042772306,-0.051372515,-0.021723699,0.076003605,0.025013567,-0.003700249,0.019828426,0.063514668,0.032675611,0.040661406,0.044825363,0.080842935,0.121242483,0.130606436,0.186134,0.196366678,0.221756072,0.235836575,0.260925431,0.263336406,0.233649328,0.241302499,0.282579334,0.243837976,0.295592901,0.285664635,0.311546815,0.318479792,0.323373968,0.321947138,0.324663812,0.386302178
497,526.3497074,2066.795573,0.254669458,0.030880333,0.009712208,0.021101104,0.000369802,-0.006265194,-0.01553391,0.006666991,-0.023037491,-0.0101257,-0.013768143,0.060157219,0.271481192,0.4056993,0.473237816,0.474348729,0.45268521,0.420712557,0.419880075,0.38071611,0.350258321,0.306620101,0.219100447,0.157719845,0.131540834,0.116645074,0.02067891,-0.010710183,0.024530045,-0.019840007,-0.041381269,-0.016333202,-0.066134095,-0.083647608,-0.063633168
498,393.8537522,1366.913535,0.288133625,-0.007139881,-0.01626019,-0.00475779,-0.002704727,-0.012792145,-0.008444676,-0.005481371,0.008395384,0.019863034,0.029322361,0.036377249,0.057005769,0.091931719,0.126001736,0.167351083,0.184277468,0.221758716,0.23184019,0.232576344,0.238100202,0.249399878,0.239141909,0.23778908,0.236014665,0.238665685,0.234013823,0.228259712,0.235990576,0.229487534,0.233423543,0.225238127,0.23737495,0.238615919,0.235701106
499,434.5852512,1092.799859,0.397680552,-0.007699839,-0.018817958,-0.013245142,0.009348649,-0.003002765,0.01524879,-0.073052444,0.009571895,0.038189042,0.043459772,0.048152803,0.054834348,0.058041235,0.083581549,0.072066771,0.066813258,0.031338131,-0.01556211,0.041770654,0.055971147,0.031796191,0.044302273,-0.009093189,0.056763364,0.043933239,0.05228532,0.057584497,0.033220627,-0.011765521,0.032056516,0.05325952,0.031022599,0.027727469,0.045394754
500,446.7401184,1442.207205,0.309761397,-0.035730558,-0.045969787,-0.011138311,0.013536778,-0.004009048,0.002642354,-0.030774136,-0.002821837,0.05344302,0.060821525,0.060685795,0.097454995,0.183465497,0.31898035,0.303315954,0.295241504,0.373587774,0.39259571,0.181201778,0.381357828,0.372247382,0.360632942,0.364191957,0.337924139,0.30609373,0.302595128,0.350515665,0.248550098,0.23591117,0.090746934,0.254418208,0.275856418,0.280100469,0.287639589
501,465.3647864,1375.216913,0.338393734,-0.009667892,-0.029767402,0.004430665,-0.009125066,-0.01369658,-0.009671666,-0.006129433,0.003498247,0.031240755,0.038888372,0.013395168,0.032503748,0.011465532,0.020309091,0.024878417,0.024338765,0.007462659,0.011227035,0.014316642,0.003695669,0.018683541,0.007623137,0.025476805,0.006225261,0.012197794,0.025513093,0.01322831,0.006303208,0.012348387,0.011067125,-0.003988368,-0.003410215,0.003029356,-0.024460234
502,412.2127507,1354.810403,0.304258625,0.02016913,-0.021046794,-0.007344881,-0.008452313,-0.033403268,0.012197473,-0.010348748,0.005866854,0.014400439,0.027962108,0.044310881,0.037843873,0.035193091,0.065326504,0.071654169,0.04669803,0.059644061,0.034804249,0.049608677,0.069044016,0.051771842,0.077971144,0.139047356,0.159295291,0.175825163,0.204557878,0.245144316,0.25279828,0.018857337,0.266818634,0.270252248,0.298113089,0.270939396,0.308868932
503,585.2164482,2026.522328,0.288778683,-0.035611461,-0.021983893,0.009324583,0.052590404,-0.047909694,-0.010921726,0.000941054,-0.035236267,0.029667688,0.059139313,0.057598305,0.0347548,0.016057307,0.01612971,-0.010892699,-0.0045903,0.015620523,-0.000105013,-0.026298233,-0.013261949,-0.020738998,0.007699912,-0.030968478,0.001984002,0.021924776,0.020206769,0.016888336,0.013366016,0.007459428,0.015876052,0.086405726,0.045805657,0.002612286,-0.010981212
504,555.54809,1571.668197,0.353476701,-0.001905303,0.01340405,-0.016201003,-0.006676947,0.005733665,-0.024456731,-0.013337781,-0.006353354,0.0196913,0.030102104,0.030754784,0.098637939,0.215871789,0.387510458,0.482750914,0.532087545,0.524515057,0.51799207,0.487586493,0.494058161,0.493232311,0.501887752,0.485092241,0.45584297,0.466719307,0.469387499,0.441782189,0.404732044,0.424441608,0.431179443,0.436365062,0.424089048,0.413748455,0.415302687
505,391.3566039,1339.058621,0.292262488,0.01294872,0.012308174,0.004592656,-0.009873015,-0.091637371,-0.009081842,-0.102139793,-0.013458241,0.018989627,0.177351085,0.391102457,0.416311459,0.394242338,0.395409625,0.281592771,0.387529126,0.334907115,0.350396416,0.388349555,0.342662284,0.291483608,0.309140519,0.349868754,0.281374744,0.289273234,0.312722467,0.318736356,0.381431111,0.41569744,0.396809547,0.362940808,0.389566339,0.385388132,0.405635464
506,663.7291935,2192.556223,0.302719349,-0.010133486,-0.003191761,-0.016583455,-0.017990821,-0.009721718,-0.010148153,-0.015894734,-0.00254489,0.033986256,0.052222762,0.032526905,0.05189255,0.042836449,0.098177047,0.17103916,0.338638491,0.463711144,0.588869247,0.607740742,0.627847966,0.658073595,0.647160642,0.650102148,0.650908453,0.604732181,0.598034469,0.626480079,0.582807234,0.599086709,0.595558147,0.612995478,0.598590381,0.577310881,0.567528523
507,592.9207033,1817.212432,0.326280347,0.015730231,-0.027268551,-0.003077027,-0.004511892,-0.011303427,-0.019854673,-0.000531984,-0.012295602,0.02940913,0.033703794,0.068629384,0.065481483,0.047667596,0.040092357,0.026437825,0.044403567,0.051738619,0.069961811,0.074372949,0.09422362,0.095853788,0.14106188,0.136467705,0.173831607,0.201225085,0.231173788,0.230795455,0.210907136,0.205966411,0.238240704,0.184223299,0.182653173,0.193517816,0.191757533
508,466.455536,1766.51249,0.264054479,0.030321275,0.004012198,-0.01196149,-0.036973307,-0.02547304,-0.01468709,-0.017002229,-0.02662354,0.037192209,0.061195013,0.098879185,0.039581502,0.067494721,0.062994126,0.048754707,0.038643978,0.00563402,0.05799391,0.0232046,-0.025568035,0.016955095,0.024123687,0.021637451,0.035677641,0.049237784,0.108402587,0.126534948,0.150576248,0.138861881,0.168095991,0.155397162,0.165705275,0.299623097,0.142848555
509,337.5717195,1198.254504,0.28171955,-0.011352029,-0.032303549,-0.021782832,-0.01886415,-0.016408897,-0.037530847,-0.030578025,0.019008795,0.046133156,0.103678376,0.097307822,0.077011329,0.067040394,0.056714787,0.075947811,0.065921106,0.05458384,0.048292227,0.041201441,0.054394534,0.051765386,0.076234358,0.064681858,0.045116832,0.055663716,0.065658598,0.076333813,0.088186138,0.084610583,0.08194059,0.066904818,0.093052052,0.077927347,0.048680033
510,319.2023348,1107.623791,0.2881866,0.019205662,-0.013765019,-0.00411321,-0.032835308,-0.016778559,-0.022411516,-0.016376713,0.001901302,0.028327586,0.056845775,0.037150041,0.051043256,0.068025056,0.148923293,0.316018163,0.502052676,0.563034585,0.581287391,0.584283211,0.555137448,0.554884249,0.588742303,0.575417592,0.613084906,0.539556003,0.52763115,0.554332338,0.550169902,0.554142323,0.542169993,0.549924302,0.516303651,0.529394343,0.532942719
511,369.1848244,1226.395916,0.301032334,-0.009450763,-0.013693869,-0.004495531,0.00472807,-0.000603866,-0.00076332,-0.006415754,0.006438742,0.002894888,0.021361404,0.023975516,0.009169954,0.014280706,0.034131177,0.117862145,0.231346655,0.289241913,0.287928039,0.282261062,0.277917065,0.281508311,0.296860994,0.303709024,0.277575673,0.273905483,0.288250708,0.301287811,0.297019097,0.29657281,0.287696837,0.301594026,0.280280418,0.294472227,0.270415191
512,363.4705686,1251.056917,0.290530801,-0.007279776,-0.006448148,-0.015603886,-0.00779385,-0.019091477,-0.007357684,-0.020619361,0.012121912,0.036113223,0.035959047,0.079317063,0.059983804,0.050392301,0.054190942,0.050205032,0.134836126,0.253500604,0.384987623,0.468723778,0.531765472,0.556057721,0.550022088,0.571300109,0.534288664,0.567880284,0.557809529,0.519637662,0.512631496,0.507061515,0.527175483,0.511610576,0.501519065,0.484459844,0.500661611
513,362.2102754,1474.894801,0.245583804,-0.003121655,0.007663705,-0.018339501,-0.020955863,-0.022886874,-0.010257422,0.015993834,-0.004793425,0.025105831,0.031591369,0.00707559,-4.13E-05,0.004964045,0.020529977,0.025657863,0.008031896,-0.009780242,0.007997412,0.032373987,-0.012453677,0.003051274,0.004444683,-0.006878144,-0.014279164,-0.003330445,0.000992702,-0.007392559,-0.018063665,0.005397474,-0.003526371,0.0110043,-0.00972253,0.002757484,0.005118382
514,421.449701,1626.648495,0.259090825,-0.015251578,-0.013747919,-0.031560991,-0.028904851,-0.02314292,-0.047702933,-0.053372589,0.079093041,0.041666116,0.092924625,0.072211616,0.128388158,0.157643848,0.066752602,0.052362992,0.080179204,0.030097149,0.060629628,0.028298349,0.110391105,0.035777768,0.056984539,0.008696682,0.040193569,0.197518869,0.029229986,0.032858311,0.028912587,0.005389265,0.050619352,0.023264709,0.191150227,-0.006367569,0.078044409
515,505.2986072,1776.297804,0.284467281,-0.019847743,-0.001235487,-0.004747618,0.003890563,-0.021622516,-0.007403238,-0.012705094,0.010410077,0.015318306,0.037942749,0.019887092,0.018430642,0.047768531,0.024627736,0.020215077,0.013024515,0.005866048,0.027860284,0.025480433,0.034554798,0.049764752,0.101037769,0.105055969,0.154438772,0.100895925,0.143277393,0.170944823,0.132974534,0.14324998,0.167097371,0.144680005,0.113145687,0.119427364,0.117809491
516,337.9117017,1078.108478,0.31343015,0.00791674,-0.022397886,-0.024802476,-0.031246795,-0.021194169,0.005711468,-0.024096427,-0.013239912,0.081430679,0.041918777,0.097601958,0.04608868,0.060285258,0.038126766,0.021340515,0.029097206,0.016480422,0.032115771,-0.006923237,-0.004903281,-0.008438809,0.00173293,0.027839368,-0.001795188,-0.014578961,-0.001553607,-0.002477627,-0.010491232,0.010199647,-0.008052853,-0.023501766,-0.008839599,-0.031405731,0.001696254
517,441.2655729,1398.571381,0.315511656,-0.046747922,-0.018286554,0.218981709,-0.047222013,-0.053491092,-0.008855818,-0.037039333,-0.043462309,-0.002545341,0.038668673,0.049379845,0.011564669,0.003465979,0.131438089,0.048506463,0.014111576,0.028860875,-0.011631261,-0.000333829,-0.001104318,0.003396604,0.008417829,-0.008513823,0.019916903,0.006091477,0.217563893,0.028644024,-0.006746628,0.016713716,-0.034604186,0.074374429,-0.006434393,-0.047469012,-0.018274753
518,490.3515994,1769.231486,0.27715514,-0.019207129,-0.039739046,-0.018558019,-0.008006896,-0.038440086,0.016578388,0.007705758,0.008467943,0.038073699,0.05312539,0.06372315,0.018145012,0.053157864,0.052353767,0.056434438,0.035211565,0.041650753,0.031588609,0.04421526,-0.019568341,0.031220869,0.049761632,0.007265964,0.032139609,0.026078621,0.041553284,-0.02562095,0.002185104,0.025699268,0.017768242,0.015663725,-0.003570961,0.006004048,0.010366227
519,419.0130743,1285.330246,0.325996432,0.005499836,0.016010548,-0.003695406,-0.008843387,0.001879793,-0.014326575,-0.029146309,-0.032418279,0.030102409,0.034937371,0.030945746,0.020736705,0.027705599,-0.003940514,0.008347558,-0.01045955,-0.004502102,0.008891763,0.024799615,0.020037542,0.136700986,0.050452829,0.031673085,0.061972605,0.202957499,0.08947036,0.135535821,0.186166267,0.212861077,0.22234691,0.294419856,0.315501152,0.304570393,0.351933214
520,458.5212418,1299.598055,0.352817735,-0.026936867,-0.022158125,-0.011634705,-0.017933721,-0.013213198,-0.010279852,0.001733323,0.013267509,0.04329793,0.043857705,0.056458837,0.043493477,0.034488804,0.040720981,0.037955201,0.040199163,0.034039707,0.038391274,0.033119047,0.028215772,0.034836014,0.014611642,0.012142493,0.000482828,0.008713594,-0.00906395,-0.005081648,-0.027451507,-0.015961397,-0.03149244,-0.016786721,-0.014014614,-0.015462821,-0.008534257
521,575.645607,1562.130623,0.368500302,0.001913146,-0.009182837,-0.013303679,-0.014425205,0.008930634,-0.006781345,-0.001678267,-0.001366335,0.01243962,0.023454267,0.012539082,-0.001404976,0.004012291,0.001094854,-0.000242838,0.01140449,-0.001066113,0.00957973,0.007937236,-0.005525216,0.030675031,0.041220143,0.020500759,0.028146184,0.022001765,0.025619349,0.023680199,0.023955626,0.025858895,0.005710572,0.033470355,0.021360916,0.005504639,0.030525434
522,634.9612709,1599.773311,0.396907028,0.000494637,0.006404882,-0.001160902,-0.007406083,-0.014325444,-0.00874302,-0.00169353,0.003869066,0.011125195,0.011435198,0.018765718,0.019781101,0.035126475,0.083312722,0.139012529,0.198430497,0.250891313,0.280692005,0.290011243,0.289357132,0.301948696,0.244253729,0.294546137,0.287535929,0.289932917,0.28116009,0.286283882,0.284424182,0.280537143,0.281952423,0.281614937,0.269813654,0.26746819,0.283097376
523,589.509574,1240.921495,0.475057912,0.004231891,0.017650529,-0.003112966,-0.006199971,-0.02371488,-0.011151785,-0.006408671,-0.005322126,0.018693531,0.015334447,0.059638249,0.120079405,0.235541545,0.326959007,0.336561839,0.3104377,0.320116134,0.312679667,0.331401784,0.311397875,0.329306785,0.302038505,0.348411437,0.341041393,0.322444105,0.315885707,0.31459853,0.318612662,0.285211955,0.285344942,0.288580585,0.276416194,0.295633637,0.302173333
524,284.3331969,140.158169,2.02865947,-0.002065513,0.000289183,-0.009292802,-0.002719734,-0.006542589,-0.013821762,-0.000512117,0.008104869,0.015769385,0.01079108,0.02408012,0.019982923,0.025265932,0.051542893,0.044668943,0.071381006,0.097172064,0.129373318,0.181440632,0.205080105,0.232892344,0.233213534,0.29294347,0.317764441,0.312716508,0.324439145,0.345820684,0.3384594,0.33102352,0.320727404,0.308783141,0.305553138,0.292607247,0.280975783
525,581.3807786,1521.97361,0.381991366,-0.001809335,-0.007695213,0.006907928,0.000516455,-0.010467931,-0.011550595,-0.005452093,-0.001013477,0.014336778,0.016227483,0.014104762,0.018857466,0.057162656,0.072826535,0.104978685,0.109116346,0.090142128,0.154531221,0.149009932,0.151707667,0.183517042,0.174675594,0.194441803,0.221451078,0.216430504,0.232924343,0.256287493,0.233136531,0.205578958,0.183062465,0.214549232,0.222551747,0.183612801,0.188925183
526,535.8536962,1443.529211,0.371210844,-0.002359347,0.000644599,-0.011418296,-0.008548019,-0.012460362,-0.007960419,0.002834038,0.003590979,0.009153924,0.026522903,0.023896684,0.015480599,0.012095142,0.026295546,0.034588816,0.032260835,0.040902808,0.061660841,0.105868476,0.150156475,0.187408251,0.125689994,0.260908341,0.277323108,0.266544558,0.295125156,0.299363615,0.309503022,0.304223075,0.336853102,0.301749166,0.310403255,0.311033609,0.321819249
527,694.7073292,1855.75244,0.374353451,0.000628136,0.006962682,0.003441617,-0.010522755,-0.006931515,-0.007834782,-0.003087616,0.010542488,0.003502536,0.003299209,0.005099258,0.010605324,-0.013663206,-0.00612737,-0.013847978,-0.01771244,-0.018092937,-0.013338298,-0.015458025,-0.022891677,-0.029793422,-0.053078124,-0.022661379,-0.028434844,-0.030178951,-0.034478492,-0.030265993,-0.030914962,-0.017969408,-0.039664566,-0.03272702,-0.026888512,-0.034846768,-0.023926345
528,617.890895,1641.098402,0.37651057,0.003876975,0.011391608,-0.00799378,-0.01004783,-0.015841614,0.015840027,-0.008535768,-0.015627182,0.002087238,0.024850325,-0.002155038,0.011684037,0.000331629,0.006957337,0.012885471,-0.026483061,-0.004207052,0.006624012,0.012501419,-0.030869549,-0.014437246,0.007014141,0.028496372,0.003251095,-0.003125659,0.01619732,0.028208913,0.023690866,0.026433026,0.02765472,0.035423007,0.071131371,0.076933493,0.0522147
529,610.6229038,1499.485646,0.407221573,0.001147964,-0.002058152,-0.004903055,-0.013348962,0.006233566,-0.002675242,-0.001810067,0.004779848,0.006580133,0.006053968,0.079317731,0.211962127,0.395587455,0.457803287,0.454349023,0.437187318,0.4451911,0.451119264,0.420614717,0.450966883,0.463261657,0.44599552,0.439599377,0.461095931,0.442643512,0.471296419,0.48065341,0.476967365,0.445367347,0.454622364,0.444182758,0.449237898,0.443795752,0.44902688
530,485.6398307,1226.401328,0.395987691,0.004066709,-0.010222547,0.004930997,0.002934585,-0.008345494,-0.012479629,-0.005374924,0.002146259,0.009367109,0.012976935,0.009012642,0.023009824,0.05856774,0.140167602,0.206635814,0.229741447,0.25156464,0.247960296,0.249394903,0.245818503,0.254585215,0.154768151,0.239741905,0.246007692,0.240273336,0.243229777,0.235230284,0.249883469,0.236317354,0.247917925,0.242357098,0.227979697,0.227851517,0.238024217
531,246.7063325,115.8143294,2.130188326,-0.01005326,-0.006238178,0.00953167,0.006516121,0.006691067,-0.008414489,-0.00608421,-0.015897897,0.009330551,0.014618625,0.030228137,-0.003348855,0.006032162,0.0188732,0.01577367,0.020346536,0.042595436,0.037529517,0.054074199,0.087059814,0.119310912,0.091935237,0.146228002,0.218212294,0.221888727,0.237812067,0.234107496,0.211660129,0.248864687,0.241515986,0.215773579,0.228368262,0.230597537,0.229335621
532,536.9817707,1629.125353,0.329613538,0.007244819,-0.011869852,0.020827764,0.001137908,0.014998501,-0.015115999,0.009407287,-0.022179069,-0.020330437,0.015879077,-0.022528387,-0.007889274,-0.000360091,0.009758559,0.014827321,0.015054786,-0.018074337,0.005689486,-0.011459014,0.009413811,0.012650512,-0.008834244,-0.005109763,0.01658711,0.00503527,0.00531262,-0.009792622,0.035767258,0.0560165,0.066465513,0.086658816,0.111473012,0.103199577,0.102099834
533,694.4219679,2627.779855,0.264261851,0.001384891,-0.004482964,-0.001987501,0.002829256,0.005172248,-0.010061343,-0.01050404,-0.008668913,0.009329197,0.016989169,0.034269856,0.06300493,0.087685326,0.145359789,0.189860957,0.211006906,0.244071871,0.261963483,0.263412324,0.274742245,0.282766631,0.280438241,0.27675666,0.297607512,0.288744028,0.269625586,0.288181017,0.278409143,0.274473862,0.275940743,0.273707748,0.294230543,0.27606731,0.269514583
534,452.1769838,1465.264859,0.30859744,0.011072414,-0.011299056,-0.009493667,-0.034668427,0.034979699,-0.018349118,0.002594828,-0.04575342,0.031582163,0.039334585,0.053995685,0.184995939,0.334530191,0.478320993,0.58221221,0.555816326,0.547765885,0.593195398,0.562242471,0.500599007,0.473165456,0.451523472,0.416357045,0.374909937,0.353276991,0.389885006,0.410599279,0.429081267,0.497185922,0.496055621,0.546110137,0.539681398,0.522588851,0.56227242
535,554.2550094,1876.168119,0.295418627,-0.000459592,-0.006209976,0.006134734,0.003387182,0.007411184,-0.00028985,0.010327045,-0.018513472,-0.00287123,0.001083975,0.005614849,0.012105871,0.012971135,0.013119066,0.016121943,0.008173839,0.000657751,0.008516642,-0.002400695,0.006611742,0.005756077,-0.011551016,0.006971361,0.011033701,0.008266435,0.007559473,0.007709498,0.016883823,0.02307438,0.028895921,0.040910022,0.059055913,0.062213743,0.074456213
536,463.1759319,1606.472216,0.288318669,0.003720323,-0.019486832,-0.015672452,0.014746251,-0.01131725,0.009611289,-0.000709679,-0.001232321,0.008850965,0.011489705,0.0313598,0.025576341,0.036901736,0.017613351,0.025967344,0.023287533,0.035359916,0.047216316,0.041088265,0.046435983,0.045253399,0.054075355,0.06113581,0.069419878,0.079575359,0.103203118,0.098654803,0.121091313,0.133640764,0.163740995,0.186403208,0.231634669,0.216693,0.257007671
537,456.0501574,1438.461809,0.317040157,-0.011053571,-0.007284988,-0.022364324,-0.017254262,0.007600283,0.00016665,0.002512996,-0.000514967,0.016438988,0.031753193,0.040238467,0.096133267,0.216971814,0.307458639,0.369192014,0.387547304,0.394746739,0.402567501,0.384956843,0.407762483,0.388252083,0.405415846,0.40732828,0.403177684,0.39794909,0.39644286,0.378704383,0.385240729,0.380988617,0.38796688,0.388947875,0.401916291,0.39253485,0.404989979
538,610.1567196,2182.65028,0.279548549,-0.014431926,-0.0109542,0.008694288,0.00543762,-0.00171715,-0.005221227,0.012747291,-0.003793974,0.016459043,-0.007219765,0.007931571,-0.004028916,0.023249889,0.002300163,0.028963751,0.002033258,0.01995382,0.030946632,0.029411125,0.027053001,0.046458617,0.029387477,0.031364052,0.027169816,-0.030355188,0.040814424,0.064311199,0.053589219,0.059613624,0.050406877,0.064406886,0.036584295,0.051546291,0.063551249
539,621.9742077,2518.901103,0.246922837,0.000801343,-0.000804083,-0.010126015,0.002717683,-0.001182702,-0.004785689,0.001174578,-0.001674946,-0.001675253,0.015555084,0.002475145,0.008880375,0.017415294,0.003616614,0.023519233,0.013684573,0.017118394,0.021897286,0.018903459,0.0232146,0.016913309,0.025397911,0.060707857,0.071033346,0.10234419,0.097105201,0.127386058,0.131936327,0.120959357,0.124408749,0.12096247,0.132915066,0.088462799,0.118511221
540,641.7838668,3264.415462,0.196599935,-0.01657389,-0.00848407,-0.016884477,-0.010627108,0.013319084,0.004848156,0.006590813,-0.009675875,0.012939184,0.024548184,-0.001574702,0.071840445,0.072710024,0.098322937,0.072433154,0.093375358,0.087642862,0.103426846,0.0971948,0.071453151,0.121217228,0.098239411,0.135956498,0.154662138,0.112266565,0.18878597,0.233517234,0.252095963,0.274166424,0.353233593,0.301339044,0.34595313,0.382889715,0.384247079
541,316.7844903,1059.893646,0.298883281,0.0070774,-0.008552741,0.028205936,0.014028563,0.024479397,0.003235297,0.030642081,-0.0421438,-0.029705691,-0.027266443,-0.029474214,-0.002596305,0.005478037,-0.051187606,-0.000812637,0.000834423,0.002633209,-0.041009121,-0.045059345,-0.020001841,-0.042690946,-0.010555821,0.018436818,0.002552282,-0.032626263,-0.027136406,-0.010456688,-0.023468711,-0.019654827,-0.009532618,-0.03031371,-0.025764768,-0.024185964,-0.012204206
542,425.9767477,1481.00774,0.287626281,0.017995789,0.033333131,-0.001168609,-0.011697403,-0.022019167,-0.01704726,-0.002203054,-0.04506032,-0.003046526,0.050913421,0.050196151,0.036184774,0.035611884,0.056240017,0.072533791,0.012266311,0.026338217,0.056389777,0.042206234,0.04658229,0.065235136,0.055427921,0.037888902,0.105508735,0.143570282,0.227300388,0.300904707,0.396012999,0.428238993,0.476920349,0.478144732,0.487301983,0.461959873,0.460371971
543,514.6839816,2283.00447,0.225441513,0.020105437,0.029481789,0.033141693,0.007854134,-0.075397018,-0.067310457,0.042418555,0.00710446,-0.005714914,0.008316323,0.009124696,-0.053245723,0.022963424,-0.016959552,0.017532317,0.030090822,0.02125163,0.021378282,0.028175261,-0.015824712,0.027256414,-0.014504877,-0.051897918,0.039773605,0.024481222,0.019050021,0.016316201,0.042882774,0.041209512,-0.018313336,0.059955441,0.065808381,0.00628901,0.081536847
544,663.4030744,2222.439818,0.298502155,-0.007212943,-0.005595441,-0.004229317,-0.002778299,-0.011103667,-0.00378537,-0.00614113,-0.007831623,0.025711966,0.022965824,0.020851208,0.041125815,0.041552617,0.075648194,0.093680785,0.124462712,0.162321472,0.234234887,0.263706802,0.315236739,0.358728747,0.389244796,0.407960791,0.40561821,0.40082612,0.407665438,0.426306495,0.419250883,0.413836595,0.404447147,0.424074357,0.429870962,0.394779729,0.41667855
545,725.6692274,2433.740965,0.298170281,0.013533053,0.006620515,0.00377677,-0.005392648,-0.000701588,-0.009538074,0.001686431,-0.016291374,0.00315336,0.003153554,-0.00070402,0.027336984,0.005282541,0.053848424,0.035106686,0.008911009,0.044056602,0.044656055,0.034134747,0.060168748,0.051608618,0.069205643,0.08375251,0.13125612,0.103215841,0.143097267,0.230646349,0.286058939,0.340602599,0.308624507,0.25226216,0.362177428,0.380563784,0.39120821
546,638.4888235,2019.709916,0.316128974,0.021445791,-0.090706331,0.043322931,0.005045011,-0.003980712,0.020349231,0.009261955,-0.011555873,-0.061870083,0.06868808,0.032352503,0.057457757,0.038989842,0.020504858,0.036416909,0.005494138,0.028898745,-0.131636701,0.031926253,-0.040288358,0.117796484,0.175600829,0.090180414,0.011831624,0.654193779,0.618088418,0.629350795,0.629262188,0.619654844,0.635985394,0.641089572,0.635654858,0.647935749,0.635944081
547,432.4743293,1438.086396,0.300729032,-0.026275986,-0.012387728,-0.007577209,-0.004723028,0.019301612,-0.004338663,-0.015461548,0.011337233,0.017364446,0.02276087,0.028256209,0.013201985,0.03066202,0.039762924,0.061047525,0.094042697,0.105155259,0.138934582,0.179019543,0.207167536,0.210913267,0.241573996,0.230433148,0.259945871,0.279610495,0.254574217,0.277743929,0.266999277,0.266383078,0.286557655,0.300020643,0.286246122,0.273229971,0.279046753
548,750.5628741,2916.559675,0.257345283,-0.009644733,0.002703201,-0.003584647,0.010589117,-0.007928128,-0.011888439,-0.012155635,0.002585207,0.017795334,0.011528722,0.023011781,0.016498921,0.019314631,0.042031492,0.014010931,0.035370367,0.0452629,0.045721254,0.026338734,0.040177453,0.057753802,0.062476614,0.062039998,0.041063844,0.063034035,0.063429833,0.058417761,0.077828712,0.043165156,0.07206453,0.089041147,0.082665558,0.090028581,0.083550672
