Cell,MEK,Tot_Prot,MEK_Norm,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66
231,653.9039012,2295.811166,0.284824776,0.007721961,0.001803961,-0.010519322,-0.010697007,0.009976791,0.009719434,0.002308311,-0.010578034,-0.013259226,0.013523132,0.025462049,0.022153058,0.00947818,0.027011014,0.005546326,0.011450289,-0.001050469,-0.007838106,-0.016788197,-0.015234358,-0.041784339,-0.023085861,-0.012636663,-0.026547616,-0.038134081,-0.045753602,-0.049165838,-0.045290733,-0.057190861,-0.046573318,-0.061235024,-0.054441243,-0.05888521,-0.07516054
232,741.5689951,2666.33159,0.27812332,-0.022799651,-0.000679755,0.013873847,-0.009301798,0.001902152,-0.006849496,0.010952977,0.018480596,-0.023655738,0.018076865,0.006594649,0.01936556,0.027392432,0.056174133,0.029727025,0.047407327,0.05527725,0.065990888,0.061028441,0.055419572,0.07076633,0.086464252,0.092327132,0.083733841,0.084160663,0.101173946,0.102844808,0.107536215,0.08944251,0.078915036,0.075675935,0.076605657,0.058149807,0.05568514
233,565.3867896,1616.114558,0.349843263,0.007671741,0.014963758,0.011653055,0.019080179,0.001029282,0.0063923,-0.021507483,-0.024441413,-0.010592155,-0.004249264,0.002541769,0.013534736,0.007090782,0.024923728,0.013732744,0.030946965,0.043466832,0.061268248,0.119469621,0.21367226,0.249400191,0.293903255,0.307405012,0.336658639,0.342375005,0.313502097,0.34280035,0.34120302,0.318734686,0.320089445,0.334191437,0.299904088,0.306918682,0.313995477
234,708.1189924,2468.660085,0.286843457,-0.000608962,0.005938575,0.001824302,0.003599536,0.030573454,-0.001320996,0.01387496,-0.020066575,-0.012915154,-0.02089914,-0.015369925,-0.010279294,-0.004543571,-0.019960494,0.00366676,-0.008294224,-0.032557176,-0.025383834,-0.030719027,-0.026340987,-0.020048067,-0.038123451,-0.020281961,-0.01606892,-0.011883181,-0.024585114,-0.011516281,0.008727411,-0.028375189,0.013639903,0.030787068,0.034437682,0.035175317,0.040241945
235,834.0687692,3343.7524,0.249440948,-0.004815353,0.032280494,0.001651177,0.021912968,-0.015172319,-0.006586508,0.011942694,-0.011521987,-0.025828799,-0.003862368,-0.023494507,-0.022254881,-0.0175652,-0.016264703,-0.022228954,-0.022266628,-0.038683871,-0.013870723,-0.034919296,-0.053383358,-0.04481104,-0.032060249,-0.053074781,-0.023063112,-0.052254236,-0.044550219,-0.02646865,-0.054917723,-0.064314786,-0.035580568,-0.039528782,-0.068907154,-0.06250124,-0.09531338
236,533.1956852,1518.657099,0.351096825,0.00981253,0.022076865,0.007020973,-0.021565195,0.012751851,0.014682047,-0.019624638,-0.006812897,-0.033174429,0.014832892,0.083088149,0.083776995,0.079267279,0.07362678,0.09903251,0.054500833,0.064368495,0.08017063,0.073803013,0.128864046,0.035604102,0.065536228,0.080621806,0.054399321,0.092759135,0.088077839,0.067749603,0.080716331,0.055796386,0.055534975,0.077747092,0.030717722,0.079982542,0.082512867
237,282.286795,969.031022,0.291308316,0.003721772,0.005293194,-0.004801192,-0.019274108,-0.007588487,-0.01411473,-0.000612514,-0.002616552,0.012940077,0.027052539,0.054884748,0.05736218,0.068887089,0.084698202,0.105054184,0.111550569,0.152020204,0.185243749,0.171102425,0.220961182,0.214463946,0.260004102,0.232816661,0.257329949,0.236369916,0.241583753,0.225189176,0.200992019,0.173420921,0.153163427,0.121007455,0.086720461,0.084169767,0.048308807
238,685.2967903,2143.252328,0.319746201,-0.007917114,-0.014999769,-0.006399638,0.006483407,0.016403111,0.013221755,0.004366364,0.008125697,-0.001854588,-0.017429226,0.034777547,-0.009976372,0.030483947,0.012774171,0.048777515,0.125983307,0.126496237,0.197681517,0.209403069,0.21862115,0.265493351,0.297152487,0.328048471,0.321995876,0.343871987,0.346700436,0.365489306,0.350244297,0.299104929,0.326763994,0.316631268,0.31705243,0.311939367,0.282096537
239,499.0725014,1631.730706,0.305854697,0.006107212,-0.00429449,-0.009783572,-0.00864815,0.004335445,-0.009870213,-0.004892283,-0.005590936,0.008838935,0.023798052,0.000197872,0.027085178,0.000221799,0.021367568,0.017552851,-0.019675482,0.006291562,0.013132842,0.026535271,-0.003963497,0.004788228,0.024204737,0.008772157,-0.000515848,0.006035902,0.00845962,0.012403065,-0.008144424,0.004746115,0.000921853,0.015456493,0.010181392,-0.014852733,0.01208642
240,513.0227209,1501.675961,0.341633438,0.011301889,0.011470442,-0.002325077,-0.002380723,-0.001120559,0.01260482,-0.010747384,-0.009308922,-0.004329615,-0.005164869,0.023472365,0.019229967,0.012932863,0.041088755,0.08494694,0.19802518,0.27164174,0.378574426,0.413440104,0.411780187,0.420288588,0.456371131,0.423073232,0.416439639,0.396854138,0.379510069,0.421189532,0.377376156,0.374877957,0.347454799,0.344536933,0.357666515,0.326893975,0.341744692
241,392.5389003,1477.741863,0.265634283,0.023198388,0.019427911,-0.013182898,0.012340059,-0.005600925,0.007913738,-0.036059225,-0.001256972,-0.012410848,0.005630773,0.013586532,0.027372662,0.013246939,0.003640333,0.022197076,0.015100801,0.028024041,0.01771149,0.037319575,0.038905688,0.048328098,0.048403058,0.04092114,0.0493836,0.045909337,0.041070537,0.018757262,0.015011063,0.035962544,0.030065913,0.039929566,0.017034134,0.008448021,0.005829968
242,489.4967632,1534.001981,0.319097869,0.007645276,0.00443357,0.0045913,0.01165,-0.013003345,0.022393231,0.021639713,-0.021015489,-0.013942151,-0.024392105,0.005613609,-0.012293844,-0.006353123,0.009478042,0.002150043,-0.009969492,-0.021810395,-0.02214024,-0.042688847,-0.023000342,-0.023391575,-0.01033046,-0.012307724,-0.028275406,-0.025358971,-0.060072267,-0.061876941,-0.03546097,-0.025600598,-0.028163483,-0.039528268,-0.057723261,-0.050631018,-0.025730728
243,922.7456865,3916.399276,0.235610728,0.024474668,-0.006697099,0.013580121,0.017134991,0.011141003,-0.003977776,0.007515912,-0.005363154,-0.036115044,-0.021693622,0.000203974,-0.008216672,0.003133949,0.004022415,0.004658765,0.006603223,0.025139132,0.001304336,0.010827554,0.046578991,0.047336923,0.071058186,0.117441757,0.09942579,0.126805738,0.127632807,0.131015931,0.169221684,0.168779227,0.158515905,0.165419831,0.168835312,0.168671635,0.175586527
244,581.1050579,1815.741176,0.320037385,0.019113415,0.015724789,0.013638965,-0.004737535,0.001734472,-0.005899788,-0.032794183,-0.001060299,-0.011766088,0.006046251,-0.006271948,0.030413335,0.027436825,0.031448113,0.014836931,0.025434295,0.001093913,-0.007944107,-0.003327204,-0.008602674,0.006213092,0.006568431,0.022635917,-0.000650493,-0.026260072,-0.020628013,-0.014347277,-0.014403685,-0.020471552,-0.014937323,-0.046107891,-0.033740663,-0.031081622,-0.033556667
245,436.5099719,1430.058369,0.30523927,0.019741219,0.002859581,-0.019023169,-0.000475605,0.004156488,0.011250391,0.01514495,-0.014391439,-0.019531157,0.000268742,-0.020591394,-0.006031838,0.004842809,0.038634856,0.132133182,0.211733164,0.271705617,0.380360853,0.379240082,0.410170087,0.397212718,0.36379175,0.371181012,0.36485209,0.368733319,0.349837187,0.363112323,0.318325744,0.356762513,0.35900227,0.326290433,0.29245875,0.308308593,0.291647081
246,573.4113879,1637.874288,0.350094871,-0.004340865,0.004783385,0.015600219,-0.012862764,0.015751427,-0.009238296,-0.013395443,0.00792091,-0.001349915,-0.002868658,0.009575522,0.006950922,0.013945411,0.024310151,0.081771575,0.12783515,0.162244262,0.202494842,0.229596878,0.231921587,0.23656814,0.233284195,0.195563389,0.209533715,0.18796596,0.158684644,0.152655847,0.169042382,0.146844634,0.14258981,0.166005872,0.153868596,0.139542875,0.137510158
247,501.6255941,1490.836242,0.336472632,0.004776505,0.000837648,0.020696515,0.019324311,-0.033353394,0.018512076,0.005989539,-0.035088984,-0.011408405,0.009714189,0.011407939,0.008244969,-0.000454308,0.018148816,0.027113792,0.01546814,-0.00878194,0.023022495,-0.002353006,-0.004038205,-0.016956185,0.008120921,-0.032657912,-0.026344058,-0.021636151,0.023650609,-0.006935922,-0.038460917,0.020133959,-0.011986584,-0.019402409,-0.025623205,-0.022005527,-0.008653418
248,643.6556067,2645.240408,0.243325939,0.002039966,0.024174684,-0.01710167,0.021893773,0.026608887,0.002821275,-0.018469971,-0.014524105,-0.02450136,-0.002941479,0.054562323,0.019242174,0.038524017,0.055085621,0.061771961,0.109747538,0.125778911,0.173818816,0.173999809,0.204504192,0.218824818,0.198510144,0.170570307,0.21662445,0.145715291,0.175566268,0.10865465,0.095919619,0.124959601,0.055066126,0.097501677,0.110414226,0.098510443,0.121670889
249,450.3372385,1665.736211,0.270353274,0.029739367,-0.002721818,0.008639902,0.012922768,0.027949313,0.042068998,-0.024021013,-0.032275013,-0.030269352,-0.032033152,-0.009359471,-0.016401901,-0.037618967,-0.033090722,-0.050133243,-0.034059416,-0.03604643,-0.035204109,-0.063543869,-0.067401454,-0.049564833,-0.063107059,-0.063082841,-0.089165686,-0.07738408,-0.071011197,-0.073337253,-0.091733346,-0.098002415,-0.088159679,-0.087062392,-0.101596181,-0.085151699,-0.093634098
250,471.8220218,1521.39142,0.310125334,0.015999872,0.000850341,-0.002348936,-0.019085397,-0.003715767,-0.001550403,0.000871145,-0.00360491,0.003992088,0.008591966,0.016589259,0.020377951,0.036437655,0.0183512,0.02472096,0.027804893,0.033379314,0.030634791,0.026813772,0.028632778,0.021657204,0.039465104,0.053950417,0.038048164,0.044602361,0.039098767,0.048530538,0.0584361,0.065716673,0.052918258,0.080934788,0.062517917,0.054547893,0.064393048
251,562.5645891,1745.501567,0.322293947,0.015090994,0.027686253,0.000285959,-0.002536989,-0.014045365,-0.007330926,-0.00182628,-0.004824828,-0.020873546,0.008374726,0.01309123,0.003517067,0.013553242,0.009986217,0.015491246,0.046171287,0.048468109,0.071035977,0.117402264,0.128633778,0.146804634,0.186868289,0.202973668,0.171449437,0.175594082,0.177504759,0.221571394,0.226442066,0.23630768,0.216914621,0.197138989,0.22270181,0.187871777,0.174639412
252,338.2639294,1458.801349,0.231877993,0.004189672,-0.00827693,-0.004808183,-0.016487293,0.000208898,-0.005540962,-0.003072327,0.010424064,0.00132023,0.02204283,0.038485776,0.038541644,0.051736446,0.063874965,0.078928183,0.093081759,0.110953296,0.118399234,0.137400293,0.168425162,0.190129589,0.230243964,0.233535662,0.235716225,0.251227094,0.245961301,0.255959979,0.254374339,0.248747692,0.243094991,0.235404657,0.2356313,0.218472028,0.222374943
253,648.2873412,2279.686769,0.284375621,0.009455818,-0.002093659,-0.000707541,0.01136987,0.004226721,-0.011592555,-0.001226722,-0.010630642,0.000372251,0.000826459,0.00175262,-0.002973889,0.010975585,0.009798704,0.01989268,0.03870975,0.051640529,0.061720392,0.098194696,0.12130618,0.12353931,0.138814428,0.141751326,0.170762628,0.172281337,0.178686649,0.180051575,0.211255821,0.203519394,0.203744123,0.212933722,0.208824464,0.213038563,0.199893909
254,460.2628933,1281.610246,0.3591286,-0.010530926,-0.024913929,-0.010465822,-0.002985021,0.013587196,0.014991006,-0.004073906,-0.007305775,0.008271411,0.023425766,0.027169913,0.033262483,0.017600025,0.051219284,0.033460208,0.017256315,0.039330185,0.040291746,0.018910836,0.015125458,0.015093688,0.013667061,0.035384395,0.039752424,0.019718778,0.030697002,0.029945439,0.016817575,0.008946716,0.011736833,0.014599823,0.021543937,0.015016056,0.021101215
255,558.4436697,1656.158129,0.33719224,0.015121805,0.00891343,-0.001878836,-0.002695201,0.004310031,-0.00443766,0.004453943,-0.008801028,-0.015550344,0.000563861,-0.001135251,0.008926521,0.011280583,0.009557058,0.0204744,0.048635983,0.053349657,0.092564167,0.114271824,0.140053191,0.17648571,0.211155397,0.236497042,0.255287891,0.26185423,0.288694418,0.297922379,0.311235888,0.313554705,0.342082344,0.344136568,0.337214254,0.337104729,0.337749249
256,444.8236255,1359.133877,0.327284628,-0.029454942,0.011507408,-0.018691582,0.014269308,-0.007030324,-0.005003836,-0.013564275,0.000407692,0.019558531,0.028002021,0.018053581,0.023070016,0.036020072,0.045516893,0.015472257,0.037531532,0.036694315,0.031984912,0.015555087,0.03523719,0.002462931,0.004193402,0.017960994,0.001399881,-0.001171226,0.025628539,-0.014830047,-0.011682999,-0.010586057,-0.00253616,-0.002633177,-0.006830664,-0.014211471,-0.008074669
257,622.0380279,2069.018626,0.300643996,0.004421952,0.021248053,-0.006167465,-0.018219936,0.002552651,0.014118898,0.003559985,-0.006066185,-0.031619178,0.016171225,0.024542913,0.005272046,0.020559788,0.019883251,0.008376183,0.006215938,0.020537966,0.002093846,-0.028484806,0.026120002,-0.010999761,-0.003957906,-0.029982906,0.001590386,-0.015145139,-0.035182786,-0.001100387,-0.008445517,-0.08228545,0.002328786,0.000871387,-0.018892717,-0.034207525,-0.009046637
258,679.4216036,2428.081959,0.279818233,0.005671992,0.026964888,-0.000486817,0.022121126,0.06870988,-0.023108762,0.040035778,-0.025353841,-0.051699659,-0.062854586,0.013265154,-0.013349836,-0.040688392,-0.062067427,-0.02119116,0.080879919,-0.031024763,-0.068211321,-0.018643663,-0.081777315,-0.034084693,0.139210139,-0.068846759,-0.038517253,-0.092293799,-0.057129481,-0.055376039,-0.09027404,-0.07115358,-0.07245714,-0.088607679,-0.066528876,-0.059404853,-0.060338329
259,550.6623777,1823.681556,0.30195095,0.053367044,0.023342087,0.020309109,0.007293831,-0.026039989,-0.010146314,-0.009188523,-0.016442422,-0.03889081,-0.003604013,0.012324014,-0.005846704,0.001897209,-0.017955171,-0.005184616,-0.029553665,-0.035688792,-0.047228912,-0.049583743,-0.057943989,-0.070397183,-0.064874177,-0.053576548,-0.04375486,-0.066852608,-0.06129905,-0.066996169,-0.044133088,-0.071305015,-0.053885919,-0.082809306,-0.073088273,-0.062913245,-0.062881716
260,629.2187146,2152.716913,0.292290505,-0.011385606,0.010521717,-0.010361354,0.00676553,0.00626817,0.002433656,0.001552023,-0.00607716,-0.002870714,0.003153738,0.028707297,0.009602121,0.013875596,0.019293561,0.011977097,0.019867003,0.030824289,0.057313664,0.109010362,0.137682803,0.178105934,0.211528026,0.251307303,0.265966474,0.283928015,0.278395622,0.305912915,0.278394501,0.287439799,0.278445872,0.291251098,0.272030306,0.255166683,0.255663832
261,633.0299275,2424.426261,0.261105045,0.030789479,-0.003123036,-0.000418798,0.00213804,0.016279474,-0.008436442,0.011314485,-0.012990247,-0.006754941,-0.028798014,-0.015881149,0.009535014,0.009974914,0.016729678,0.010569235,-0.008740733,0.023855034,0.007852588,0.000695648,0.010716944,0.008397645,0.007057401,0.021152391,0.012240305,0.014456809,0.000549836,0.01622548,-0.005192917,0.018024283,0.022820753,-0.04551395,-0.014967613,-0.001945621,0.005264162
262,606.1915956,1734.20864,0.349549403,0.008130776,0.004887174,0.001528702,0.002670778,-0.002123383,0.004261587,-0.004576869,-0.016183509,-0.003171084,0.004575829,0.005573815,-0.004713046,0.0089138,-0.006503191,0.006696677,-0.007430493,0.006897998,0.015424917,0.008680025,0.007330183,0.012331206,-0.004767147,0.011948618,0.029043336,0.015968025,0.019622542,0.025564311,0.018380916,-0.004573447,-0.017497837,-0.003722671,0.026431592,0.000522804,0.008377406
263,492.4435841,1417.835188,0.347320752,0.018846655,-0.018805849,0.000400783,0.003201067,-0.0048801,-0.000645076,0.00405698,-0.008832238,-0.012203674,0.018861451,0.041014089,0.036049624,0.039776624,0.040348469,0.030204389,0.021765226,0.01208457,0.003568943,0.021882055,0.024120235,0.041990034,0.052709583,0.057567114,0.055566006,0.067425468,0.059429095,0.049571564,0.069174297,0.084052166,0.082847999,0.102732268,0.086582937,0.078324478,0.088865992
264,492.4780062,1807.777328,0.272421829,-0.020197518,-0.000505979,0.00331779,0.00285116,-0.027874477,-0.013302939,0.022449242,0.025831535,-0.004967103,0.01239829,-0.037024446,0.034554456,-0.024539426,0.03123388,-0.027922168,0.004582616,0.004263249,-0.002162145,-0.038097851,-0.010416986,-0.025121407,-0.043459754,-0.013700428,-0.053801025,-0.096523922,-0.020996563,-0.017080746,-0.10564967,-0.091649799,-0.122988121,-0.111298136,-0.105911876,-0.030738025,-0.108616473
265,562.0767113,1476.845511,0.380592761,0.008420319,-0.000989897,-0.000289668,0.013319497,0.00152489,0.025973198,-0.012707069,0.008169033,-0.025670384,-0.01774992,0.052132068,0.005816534,0.036782741,0.027819589,0.016252606,0.024976878,0.013352124,0.021592673,-0.009140722,0.00537348,-0.001453287,0.00100158,0.005155655,0.035224282,0.00530176,0.009835592,-0.021020158,-0.005385923,0.029250944,-0.054382994,0.058928212,-0.021720891,-0.008462289,0.017445491
266,681.4514036,2521.580407,0.270247739,-0.014288591,0.015465364,0.029440299,0.014553761,0.014108854,-0.016167387,-0.001146287,-0.009623597,-0.011971813,-0.020370603,0.01274401,0.035782611,0.043714069,0.054332795,0.083629014,0.064650284,0.030261833,0.059136818,0.049775754,0.036680681,-0.009807771,0.061774142,-0.005788476,0.014855613,0.025842666,0.018775386,0.000330528,0.006350527,0.016964313,-0.031484525,-0.016938497,-0.022496026,-0.004646706,-0.000220116
267,389.2545882,1380.794755,0.28190619,-0.011195684,-0.015036927,-0.00356334,-0.014361902,0.001326142,0.000970065,-0.00782864,0.011966526,0.02037824,0.017345519,0.003920565,0.019220925,0.012443615,0.024311404,0.019486393,0.034106544,0.062858095,0.064136878,0.066595927,0.076695696,0.0898776,0.098652487,0.107278126,0.118851382,0.089342671,0.150822616,0.130528571,0.029359353,0.158590419,0.182789604,0.170431073,0.160095067,0.190730722,0.149601678
268,625.5986442,2478.608933,0.252399092,-0.020716121,0.009128947,-0.014636632,0.016134334,0.008929809,0.004024669,0.007111023,-0.003833262,-0.001222211,-0.004920556,0.0086736,0.016965333,0.030988144,0.018465289,0.028169586,0.039592316,0.050960098,0.078038153,0.127369541,0.156444913,0.215873401,0.253435029,0.29368942,0.286571274,0.315077291,0.283188656,0.277852303,0.277023414,0.297480149,0.271871618,0.252856962,0.260217812,0.249599448,0.255900612
269,415.5316288,1333.54323,0.311599669,-0.004689257,-0.008311428,-0.005613302,-0.009453758,-0.023840656,-0.008811556,0.002448643,0.018193825,0.006223555,0.033853934,0.019323671,0.018415335,0.010974287,0.007650326,0.012810152,0.015936266,0.018043119,0.001674722,0.0023536,-0.003536727,-0.030132662,0.014535789,-0.032483362,-0.075957715,-0.036362944,-0.02604153,-0.036881109,-0.033298138,-0.037837661,-0.037023078,-0.042756514,-0.072486928,-0.048707396,-0.032866807
270,447.4467552,1348.327377,0.3318532,0.000688765,0.024235299,0.008924126,0.008576629,-0.012294407,0.025343938,-0.008329895,-0.012552356,-0.02480739,-0.009784707,-0.004680952,-0.025419319,0.010411838,0.025351021,0.004075125,0.020275016,0.046120097,0.066806206,0.109198575,0.117202589,0.144600314,0.144736119,0.163580814,0.19756515,0.172688387,0.195233429,0.187011569,0.164850851,0.183700323,0.123882173,0.147474975,0.097922649,0.08614615,0.120005492
271,597.4419907,1968.14873,0.303555306,0.015606443,0.016582557,-0.000647565,-0.006941302,0.017612813,0.004600291,-0.020529245,-0.00280868,-0.004484411,-0.018990902,-0.00272587,-0.001794255,-0.035193391,-0.021345481,-0.01448606,-0.008640927,0.013832669,-0.018393488,0.009410978,-0.022988068,-0.021498105,-0.042592756,-0.018811791,-0.042094186,-0.049690557,-0.06255316,-0.063206344,-0.080864493,-0.074156297,-0.068789698,-0.084542389,-0.083705882,-0.083147135,-0.080974065
272,557.7111289,1887.08252,0.295541463,0.002014056,0.005584306,-0.025014698,-0.008991338,0.00278051,0.012284878,0.012528334,-0.007748612,0.004400775,0.00216179,0.027787671,0.035363128,0.038971201,0.053041116,0.096696485,0.128990691,0.188080215,0.249364886,0.287297718,0.30655176,0.279277433,0.299995544,0.313226234,0.297222962,0.297914387,0.293491646,0.313657674,0.283985117,0.280556386,0.304083591,0.278516741,0.254645759,0.236195384,0.262706303
273,514.9068075,1683.354117,0.305881456,0.006417058,-0.005013073,-0.009903534,-0.01011754,0.014071546,-0.003481723,0.004716099,-0.001582221,-0.007572502,0.012465891,0.023579449,0.027926516,0.049733404,0.064176247,0.179531227,0.311104187,0.37365541,0.391249711,0.395787142,0.398998234,0.383904383,0.395306512,0.401966315,0.347234273,0.368945172,0.342379529,0.360228998,0.338816874,0.349553134,0.312527966,0.312118173,0.307456141,0.278660245,0.283039764
274,530.2811242,1725.032977,0.307403471,0.019083774,0.020053862,0.005465178,-0.009510352,0.006602889,-0.002675566,-0.014027541,-0.002788982,-0.010782695,-0.011420568,0.000143177,0.013326444,0.016942553,0.012591949,0.009924102,0.021757169,0.002521943,0.027220267,0.001432527,0.026261741,0.014964159,0.02390963,0.021745364,-0.000393017,0.02712572,0.00768705,0.020096482,0.008910161,-0.00455882,0.008363369,-0.010218374,-0.00636401,0.010653345,-0.010461264
275,875.6223839,3128.612423,0.279875634,0.046146212,0.008894694,0.025883891,-0.005878311,0.005051982,0.008143829,-0.005253841,-0.03164542,-0.037361948,-0.01398109,-0.020123175,0.021539539,-0.001723991,-0.024850421,0.015991924,0.030463127,0.106007918,0.109973711,0.136156787,0.19238006,0.188277604,0.206793395,0.198940412,0.203898768,0.227381419,0.217652357,0.234814908,0.238852432,0.220140535,0.237065745,0.215841718,0.240709518,0.242749625,0.237686007
276,504.8228917,1678.191191,0.300813694,0.000361896,0.00614007,0.010460882,0.004864964,-0.011945672,-0.012564725,-0.005102604,-0.011354707,0.013504948,0.005634949,0.021875325,0.01751853,0.037553314,0.025490836,0.020794083,-0.017192561,0.010606694,0.004985085,-0.021325722,-0.019077744,0.001052701,-0.010824036,-0.022446656,-0.006103767,-0.01492739,-0.030105788,-0.016716476,-0.008670459,-0.034692852,-0.020190342,-0.036224023,-0.025385391,-0.029702343,-0.027454027
277,313.3800949,1270.068269,0.246742717,-0.020033075,-0.015509765,0.023883947,-0.017137554,0.009889888,0.027303928,-0.024797535,0.010275926,0.013253833,-0.007129592,-0.003054492,0.022770899,-0.021841088,0.038816312,-0.002787455,-0.016469319,0.015050436,-0.007610196,0.014635258,0.002488009,0.02752933,0.021275572,0.026731198,0.014721817,0.005586862,-0.012500711,-6.92E-05,0.042331954,-0.015317507,0.021376163,-0.009022454,-0.00043283,0.005056081,-0.003438536
278,602.6397587,1640.197479,0.367419025,0.021885415,0.002862285,-0.001319896,0.005076477,0.0163586,-0.004065023,-0.01208707,-0.004227963,-0.024557939,7.51E-05,0.005307971,0.01424615,0.0287918,0.026380281,0.035250866,0.053890736,0.083648451,0.084729614,0.138322872,0.153167584,0.180104221,0.211973606,0.2205408,0.235770813,0.250594514,0.276858615,0.268335703,0.289744135,0.271511192,0.24697944,0.253362651,0.255545676,0.236967935,0.236465691
279,648.8352311,2082.732125,0.311530812,0.002269203,0.027505366,0.005091117,-0.026755875,0.004642296,-0.031008845,-0.005848329,0.017377338,0.002839269,0.003888459,-0.024413961,-0.019201381,-0.009321888,-0.019724945,-0.023104528,-0.020329817,-0.025334381,-0.018881427,-0.009778364,-0.033732207,0.003362811,0.042499172,0.001531317,0.031273232,0.009972636,0.028100049,0.005601506,-0.006236704,-0.001010426,0.027884211,0.041702397,0.071141928,0.160714667,0.2754299
280,545.1211996,1814.68051,0.300395137,-0.018962632,0.015381976,-0.026324753,-0.007538692,0.014313306,0.027674345,-0.020722342,0.009390296,0.000380091,0.006408405,0.048716424,0.055022375,-0.019627879,0.040919163,0.019628058,0.062823296,0.039915118,0.027762021,0.024279472,0.015125476,0.076695253,0.059713378,-0.00734016,0.025760415,-0.007024076,-0.003288973,0.044210396,-0.019173604,0.020422972,0.020494182,0.00673113,-0.004001391,-0.020771536,0.000825313
281,493.4579368,1453.255491,0.339553465,0.023944453,-0.000634623,-0.000199947,-0.016673495,0.025371713,0.003892575,-0.015353923,-0.025072786,-0.039056317,0.043782349,0.047812629,0.021411942,0.022609465,0.017643264,0.010983622,0.01282014,0.013018993,0.047946154,0.043184831,0.007515738,0.014870179,0.023474295,0.023607859,-0.001534718,-0.008641873,-0.027845706,-0.000417651,-0.036548547,-0.036053301,-0.008555393,-0.032279933,0.001767476,-0.005988472,-0.013476217
282,596.3004738,2064.572623,0.288825139,0.033756991,-0.032769217,0.016335108,0.021613239,0.023412105,0.016645499,-0.005201129,0.000807925,-0.046700675,-0.027899846,-0.015361075,-0.022172717,-0.02639841,0.000919827,0.008673217,0.009149991,-0.025442212,-0.015962252,0.010449831,-0.046267537,-0.033621052,-0.033252496,0.007814218,-0.033738356,-0.030449004,-0.026811538,-0.048605093,-0.052305261,-0.038979546,-0.046828257,-0.06178904,-0.046838053,-0.066932888,-0.057222698
283,1032.795802,4194.080623,0.246250822,0.009565289,-0.023432664,-0.019204674,-0.048817984,0.02682411,0.006373635,0.002705345,-0.002035881,0.024221671,0.023801153,0.03982956,0.044607661,0.063841216,0.054915606,0.046994675,0.029866789,0.077901315,-0.019495237,0.037087582,0.029758757,-0.008577663,-0.010772229,0.032183785,-0.002758551,-0.021093162,-0.038522851,-0.01502451,0.011946655,-0.005523799,0.008000379,-0.002234324,-0.012630153,-0.011283105,-0.020073694
284,526.6618163,1772.667666,0.297101271,0.193326548,0.084834367,-0.072068973,0.067026125,0.130599428,-0.191552746,-0.009286765,-0.086406796,0.003668186,-0.120139374,-0.043693144,-0.027262073,-0.146716561,-0.12070218,-0.13140869,-0.098001604,0.315097412,-0.045526022,-0.018581905,0.223612393,-0.084921507,-0.193530601,-0.031720003,-0.061257491,-0.146465369,-0.128950339,-0.212824762,-0.022261768,-0.138366871,-0.126361986,-0.007644193,0.011368352,-0.103666703,-0.085103412
285,756.474866,2295.784322,0.329506068,0.039800149,0.005118049,-0.04081731,0.016863148,-0.009573083,-0.019711392,-0.031753846,-0.024986897,0.023924879,0.041136304,0.01575805,0.051209959,-0.013602835,0.064296974,0.030778377,0.052463204,0.031804283,0.033369079,0.044420975,0.015179668,-0.034963565,0.031975603,0.044580713,0.045255635,0.046676327,0.033164116,0.061617759,-0.015344671,0.000932045,0.037333168,0.02603742,0.033810418,0.01649656,0.017225409
286,405.9254725,1146.34242,0.354104904,-0.00014561,0.005592837,-0.007466115,0.018172683,-0.021233735,-0.008585361,0.005809697,0.008850468,-0.029204714,0.028209849,0.007040198,0.00608425,-0.031204779,0.02998168,0.046849827,-0.032245592,0.029967625,0.067996834,0.150786962,0.201678989,0.188782597,0.24929943,0.148830758,0.229645632,0.209526924,0.232719261,0.162780852,0.206420649,0.130218555,0.16836499,0.120133434,0.164657946,0.121204274,0.117961503
287,425.2644833,1236.680161,0.343875884,0.03061672,0.038826711,0.033346461,0.030229774,0.000706026,0.01657082,-0.03498668,-0.066489079,-0.015828719,-0.032992035,-0.024091067,-0.022929264,-0.011162966,-0.03215765,-0.044294651,0.002631503,-0.021168719,-0.045467496,-0.037662158,-0.039277264,-0.011245678,-0.037413938,-0.030190171,-0.04720511,-0.033214799,-0.080858765,-0.047620273,-0.052081815,-0.058394306,-0.068779754,-0.062000282,-0.076856006,-0.049204807,-0.058982523
288,700.2138338,2284.687443,0.306481237,0.049398615,-0.048176494,-0.00325121,0.022186466,-0.002546949,0.087952999,0.019300181,-0.025724448,-0.061717167,-0.037421992,-0.017352524,-0.029347824,-0.040839588,-0.014115068,-0.020881916,0.019613128,-0.003518747,-0.066614018,-0.060889355,-0.04778188,-0.051652518,-0.035046184,-0.058538891,-0.050040218,-0.024977395,-0.057221703,-0.021124161,-0.045501361,-0.089828687,-0.037487715,-0.068338439,-0.073814855,-0.089106676,-0.075664735
